ticker,entry_dt,exit_dt,entry,exit,reason,lot_rub,pnl_rub,pnl_pct,hold_d,win
TATN,2024-10-03,2024-10-08,649.6649600000001,622.0623331586211,SL,19427.24,-844.4289991371598,-4.346623602411665,5,False
PLZL,2024-10-25,2024-10-29,1485.1485,1419.5232755758725,SL,18486.54,-834.9548895673648,-4.516555772834532,4,False
PLZL,2024-10-30,2024-11-06,1462.1462,1463.4619853653796,SL,15802.91,24.906740222061458,0.15760856843493673,7,True
RUAL,2024-11-11,2024-11-25,38.593859,36.08865133584233,SL,12450.28,-820.2197649968371,-6.58796239921381,14,False
OZPH,2024-12-27,2024-12-30,34.853485,37.411759449899996,SL,9843.85,181.60512665761982,1.8448587357346953,3,True
TATNP,2024-12-27,2025-01-09,631.0631,639.3426378361692,SL,13843.22,114.66769240097821,0.828331070379422,13,True
CHMF,2025-01-03,2025-01-09,1330.133,1239.709532409163,SL,11793.37,-813.1149004610575,-6.894678115424662,6,False
ROSN,2024-12-26,2025-01-10,583.8583799999999,549.1577522668405,SL,13461.7,-813.1348598427936,-6.040357903108772,15,False
PHOR,2024-12-25,2025-01-14,6355.6355,6507.3492,TIME,12921.16,295.3622262004901,2.2858801082912845,20,True
SBERP,2024-12-26,2025-01-15,271.0271,280.541943,TIME,13635.66,464.82680194321193,3.408905780455159,20,True
T,2025-01-16,2025-02-05,2995.2995,3002.6997,TIME,14262.16,20.956376581662226,0.14693690564165754,20,True
PLZL,2025-01-22,2025-02-11,1580.158,1797.570225,TIME,18630.66,720.0746803178863,3.864998235799946,20,True
PHOR,2025-01-23,2025-02-12,6880.688,7114.2885,TIME,17574.16,472.49258067330464,2.6885642367732205,20,True
NVTK,2025-01-31,2025-02-12,1086.30862,1193.13380959152,SL,13089.08,400.42942291879797,3.0592633165875522,12,True
OZON,2025-01-24,2025-02-13,3548.3548,4049.5950000000003,TIME,10425.6,989.3366557538158,9.48949370543485,20,True
