num,ticker,entry_dt,exit_dt,entry_price,exit_price,shares,pnl,pnl_pct,reason,tp_hit,hold_bars,capital_after
452,MTLR,2025-06-30 16:00,2025-07-01 17:00,85.87,89.56,220,360.81,1.91,TP3,3,18,59315.98
453,MTLR,2025-07-01 18:00,2025-07-01 19:00,91.15,89.24,210,-419.66,-2.19,SL,0,1,47722.12
454,MGNT,2025-07-01 18:00,2025-07-02 07:00,3722.87,3725.85,3,46.31,0.41,SL,1,6,58942.63
455,SBER,2025-06-29 18:00,2025-07-06 09:00,316.41,319.62,90,250.91,0.88,TIME,1,96,87684.83
456,OZPH,2025-07-07 08:00,2025-07-07 10:00,48.44,47.73,597,-454.49,-1.57,SL,0,2,87230.34
457,MGNT,2025-07-07 13:00,2025-07-07 18:00,3662.87,3617.83,7,-340.76,-1.33,SL,0,5,86889.58
458,MTLR,2025-07-14 19:00,2025-07-16 07:00,87.91,86.14,320,-593.25,-2.11,SL,0,22,54938.72
459,GAZP,2025-07-14 20:00,2025-07-16 13:00,121.97,122.07,150,99.52,0.54,SL,1,27,73343.22
460,SBER,2025-07-17 11:00,2025-07-17 14:00,328.49,324.48,70,-303.92,-1.32,SL,0,3,73039.29
461,ROSN,2025-07-14 20:00,2025-07-17 21:00,420.84,421.18,31,78.97,0.61,SL,1,52,86170.89
462,OZPH,2025-07-21 11:00,2025-07-21 12:00,51.14,50.49,252,-175.2,-1.36,SL,0,1,38906.65
463,NLMK,2025-07-21 19:00,2025-07-22 07:00,117.53,116.15,100,-150.28,-1.28,SL,0,5,38756.37
464,MTLR,2025-07-18 14:00,2025-07-23 17:00,90.74,90.88,310,369.97,1.31,SL,2,74,54693.57
465,SBER,2025-07-23 15:00,2025-07-24 14:00,314.24,310.41,40,-165.87,-1.32,SL,0,16,67103.65
466,GAZP,2025-07-18 19:00,2025-07-25 10:00,126.24,127.94,150,265.53,1.4,TIME,2,96,86315.04
467,OZPH,2025-07-25 16:00,2025-07-28 08:00,51.71,54.25,550,625.82,2.2,TP3,3,29,86940.87
468,MGNT,2025-08-04 18:00,2025-08-05 14:00,3599.36,3555.1,3,-143.51,-1.33,SL,0,13,40263.45
469,NVTK,2025-08-04 18:00,2025-08-06 11:00,1050.1,1050.94,27,117.56,0.41,SL,1,27,68748.03
470,GAZP,2025-08-06 22:00,2025-08-07 11:00,130.8,131.25,170,351.38,1.58,SL,2,6,53747.92
471,NVTK,2025-08-07 12:00,2025-08-07 18:00,1157.52,1125.38,15,-499.23,-2.87,SL,0,6,53248.69
472,LKOH,2025-08-04 18:00,2025-08-08 23:00,6052.61,6306.16,3,337.12,1.86,TP3,3,73,71752.71
473,NLMK,2025-08-11 07:00,2025-08-11 10:00,125.03,125.13,120,83.25,0.55,SL,1,3,48764.52
474,NLMK,2025-08-11 11:00,2025-08-11 17:00,125.97,126.07,120,102.18,0.68,SL,1,6,48866.71
475,GAZP,2025-08-11 07:00,2025-08-11 18:00,144.12,138.5,160,-922.56,-4.0,SL,0,11,71015.58
476,TGKA,2025-08-06 22:00,2025-08-14 16:00,0.01,0.01,2392000,48.53,0.32,TIME,0,96,86415.6
477,OZPH,2025-08-15 15:00,2025-08-15 16:00,54.74,54.04,520,-388.54,-1.36,SL,0,1,86027.06
478,T,2025-08-15 18:00,2025-08-16 09:00,3384.54,3342.92,8,-359.85,-1.33,SL,0,6,66588.66
479,ROSN,2025-08-15 22:00,2025-08-16 09:00,488.95,482.94,39,-253.43,-1.33,SL,0,2,85413.77
480,MTLR,2025-08-18 16:00,2025-08-18 23:00,90.76,90.83,310,116.67,0.41,SL,1,7,56010.75
481,NVTK,2025-08-18 22:00,2025-08-19 13:00,1266.93,1267.94,10,65.15,0.51,SL,1,8,50742.7
482,YDEX,2025-08-18 23:00,2025-08-19 18:00,4499.95,4441.46,4,-251.84,-1.4,SL,0,12,51749.95
483,TGKA,2025-08-19 15:00,2025-08-19 18:00,0.01,0.01,2551000,-222.5,-1.33,SL,0,3,68277.16
484,TGKA,2025-08-20 23:00,2025-08-21 10:00,0.01,0.01,3402000,-292.71,-1.3,SL,0,4,67984.45
485,T,2025-08-18 17:00,2025-08-21 19:00,3367.14,3369.83,5,174.34,1.04,SL,2,53,85002.89
486,OZPH,2025-08-28 09:00,2025-08-28 10:00,59.28,58.58,473,-358.61,-1.28,SL,0,1,84644.28
487,OZPH,2025-08-28 11:00,2025-08-28 14:00,59.2,58.38,471,-412.63,-1.48,SL,0,3,84231.64
488,T,2025-09-08 08:00,2025-09-09 15:00,3344.33,3347.27,8,111.95,0.42,SL,1,24,54378.72
489,GAZP,2025-09-08 11:00,2025-09-10 12:00,133.22,131.59,90,-159.35,-1.33,SL,0,35,66215.47
490,NLMK,2025-09-08 10:00,2025-09-11 10:00,119.73,119.83,150,185.85,1.03,SL,2,51,84370.1
491,MGNT,2025-09-24 21:00,2025-09-25 09:00,3410.34,3413.07,8,171.51,0.63,SL,1,5,84541.61
492,LKOH,2025-10-06 19:00,2025-10-07 10:00,6101.61,6106.49,3,75.89,0.41,SL,1,8,57258.69
493,GAZP,2025-10-06 17:00,2025-10-07 14:00,118.89,118.99,230,114.78,0.42,SL,1,14,84732.27
494,NVTK,2025-10-15 14:00,2025-10-16 11:00,1076.71,1055.77,25,-550.04,-2.04,SL,0,14,84182.24
495,SBER,2025-10-16 18:00,2025-10-16 20:00,290.93,291.16,90,271.03,1.03,SL,2,2,84453.27
496,OZPH,2025-10-16 21:00,2025-10-20 19:00,51.07,51.17,545,388.34,1.39,SL,2,52,54333.71
497,T,2025-10-16 21:00,2025-10-21 07:00,3065.71,3070.42,6,241.86,1.31,SL,2,57,72979.0
498,SBER,2025-10-16 21:00,2025-10-21 17:00,302.46,297.6,40,-206.25,-1.7,SL,0,67,84877.21
499,OZPH,2025-10-30 16:00,2025-10-30 23:00,51.34,50.7,545,-371.27,-1.33,SL,0,7,66140.33
500,MTLR,2025-10-30 18:00,2025-10-31 10:00,67.99,65.84,270,-598.64,-3.26,SL,0,9,63237.91
501,MGNT,2025-10-30 23:00,2025-10-31 11:00,2951.3,2909.74,7,-311.41,-1.51,SL,0,5,83595.89
502,YDEX,2025-11-03 08:00,2025-11-03 11:00,4059.41,4062.65,6,101.01,0.41,SL,1,3,64472.47
503,ROSN,2025-11-03 10:00,2025-11-03 18:00,392.14,392.45,49,79.55,0.41,SL,1,8,51324.39
504,T,2025-11-03 11:00,2025-11-05 07:00,2999.7,2962.62,4,-160.26,-1.33,SL,0,13,63168.93
505,YDEX,2025-11-03 11:00,2025-11-05 17:00,4087.41,4037.15,5,-271.61,-1.33,SL,0,23,83344.58
506,T,2025-11-10 08:00,2025-11-10 17:00,2994.1,2957.48,6,-237.57,-1.32,SL,0,9,44150.35
507,MGNT,2025-11-10 08:00,2025-11-10 17:00,2907.79,2871.05,4,-158.53,-1.36,SL,0,9,55628.8
508,GAZP,2025-11-07 10:00,2025-11-12 20:00,118.72,118.82,230,282.65,1.03,SL,2,81,83231.13
509,T,2025-11-19 17:00,2025-11-19 19:00,3084.11,3043.0,4,-176.69,-1.43,SL,0,2,38800.1
510,MTLR,2025-11-19 17:00,2025-11-19 22:00,70.04,68.98,260,-292.33,-1.6,SL,0,5,56726.49
511,LKOH,2025-11-19 15:00,2025-11-21 07:00,5204.52,5501.19,5,667.3,2.56,TP3,3,26,83429.4
512,MTLR,2025-11-25 19:00,2025-11-26 11:00,72.91,71.49,370,-550.02,-2.04,SL,0,9,82879.39
513,NVTK,2025-11-28 21:00,2025-12-01 09:00,1161.32,1162.24,23,125.82,0.47,SL,1,25,64868.93
514,MTLR,2025-12-01 13:00,2025-12-01 16:00,74.19,74.25,280,86.14,0.41,SL,1,3,64955.07
515,MTLR,2025-12-01 18:00,2025-12-01 22:00,75.58,74.52,280,-316.42,-1.49,SL,0,4,64638.65
516,NLMK,2025-12-01 07:00,2025-12-02 18:00,106.63,106.72,170,187.46,1.03,SL,2,28,82962.39
517,LKOH,2025-12-05 15:00,2025-12-08 17:00,5558.56,5563.0,2,46.1,0.41,SL,1,19,38452.77
518,MGNT,2025-12-10 15:00,2025-12-11 11:00,3134.31,3136.82,4,68.89,0.55,SL,1,13,38521.66
519,T,2025-12-05 12:00,2025-12-11 19:00,3152.32,3284.37,6,351.16,1.86,TP3,3,75,45513.6
520,MTLR,2025-12-11 11:00,2025-12-12 10:00,76.73,76.79,160,127.12,1.03,SL,2,16,46457.42
521,LKOH,2025-12-11 20:00,2025-12-12 18:00,5730.07,5660.11,2,-151.32,-1.32,SL,0,15,57771.97
522,YDEX,2025-12-05 12:00,2025-12-12 21:00,4269.93,4273.34,6,265.21,1.03,SL,2,94,83669.56
523,MTLR,2025-12-15 08:00,2025-12-15 11:00,78.28,77.26,350,-384.85,-1.4,SL,0,3,83284.71
524,NLMK,2025-12-16 19:00,2025-12-17 07:00,109.49,109.58,250,113.5,0.41,SL,1,5,83398.21
525,YDEX,2025-12-18 16:00,2025-12-18 18:00,4440.94,4444.5,4,73.66,0.41,SL,1,2,44211.78
526,LKOH,2025-12-18 17:00,2025-12-19 13:00,5859.59,5864.27,2,48.59,0.41,SL,1,13,42549.34
527,YDEX,2025-12-18 19:00,2025-12-19 13:00,4476.45,4480.03,3,55.87,0.42,SL,1,11,56041.27
528,TGKA,2025-12-18 14:00,2025-12-22 17:00,0.01,0.01,4248000,-387.05,-1.41,SL,0,57,83189.28
529,T,2025-12-26 10:00,2025-12-29 15:00,3199.12,3333.14,5,297.0,1.86,TP3,3,42,44913.14
530,YDEX,2025-12-24 16:00,2025-12-29 18:00,4505.45,4509.05,6,279.84,1.03,SL,2,73,58928.02
531,T,2025-12-29 15:00,2025-12-29 18:00,3326.13,3285.43,4,-176.03,-1.32,SL,0,3,72063.18
532,LKOH,2025-12-26 16:00,2026-01-08 07:00,5760.58,5851.41,2,153.72,1.33,TIME,2,96,83743.81
533,TGKA,2026-01-16 13:00,2026-01-19 10:00,0.01,0.01,1925000,-191.47,-1.5,SL,0,34,38373.05
534,NVTK,2026-01-16 11:00,2026-01-21 13:00,1177.12,1226.43,23,502.66,1.86,TP3,3,73,56108.64
535,NVTK,2026-01-21 14:00,2026-01-22 17:00,1238.32,1223.29,14,-227.64,-1.31,SL,0,20,55881.0
536,NLMK,2026-01-16 12:00,2026-01-22 20:00,106.37,107.87,170,235.23,1.3,TIME,2,96,74208.28
537,T,2026-01-19 12:00,2026-01-25 15:00,3283.13,3338.67,3,133.69,1.36,TIME,2,96,84196.28
538,OZPH,2026-01-27 15:00,2026-01-28 15:00,52.37,52.41,530,287.25,1.03,SL,2,17,54380.87
539,NLMK,2026-01-27 15:00,2026-01-28 16:00,108.79,108.88,170,191.46,1.03,SL,2,18,73076.02
540,GAZP,2026-01-27 18:00,2026-01-28 23:00,128.81,127.23,90,-154.08,-1.33,SL,0,22,84520.9
541,SBER,2026-01-29 17:00,2026-01-30 11:00,308.9,305.08,90,-371.26,-1.33,SL,0,11,65433.75
542,TGKA,2026-01-30 08:00,2026-02-04 17:00,0.01,0.01,2416000,-470.04,-2.51,SL,0,80,83679.6
543,NVTK,2026-02-11 16:00,2026-02-12 07:00,1178.62,1179.56,23,112.4,0.41,SL,1,8,57685.34
544,YDEX,2026-02-11 17:00,2026-02-13 08:00,4714.97,4718.74,2,39.1,0.41,SL,1,25,67159.1
545,T,2026-02-11 16:00,2026-02-13 13:00,3332.73,3335.4,5,69.09,0.41,SL,1,31,83900.19
546,GAZP,2026-02-13 14:00,2026-02-18 12:00,126.95,125.4,210,-352.24,-1.32,SL,0,49,53350.66
547,TGKA,2026-02-16 09:00,2026-02-18 13:00,0.01,0.01,1763000,-251.14,-1.89,SL,0,38,66421.69
548,T,2026-02-13 14:00,2026-02-18 18:00,3373.34,3514.65,5,313.15,1.86,TP3,3,55,83609.96
549,NVTK,2026-02-20 10:00,2026-02-24 13:00,1195.82,1181.41,23,-358.72,-1.3,SL,0,50,83251.24
550,TGKA,2026-02-26 07:00,2026-02-26 13:00,0.01,0.01,3653000,-220.76,-0.8,SL,0,6,83030.48
551,NLMK,2026-02-26 17:00,2026-02-28 10:00,113.01,111.62,240,-360.47,-1.33,SL,0,25,66985.6
552,LKOH,2026-02-27 17:00,2026-02-28 10:00,5225.52,5229.7,3,65.0,0.41,SL,1,8,82735.01
553,LKOH,2026-02-28 11:00,2026-03-02 10:00,5307.53,5529.89,5,492.75,1.86,TP3,3,21,53523.45
554,ROSN,2026-02-28 11:00,2026-03-02 10:00,404.14,421.07,45,337.74,1.86,TP3,3,21,72056.6
555,NVTK,2026-03-02 11:00,2026-03-02 15:00,1255.73,1256.73,18,93.72,0.41,SL,1,4,72150.32
556,NVTK,2026-03-02 16:00,2026-03-02 17:00,1275.03,1257.41,18,-339.97,-1.48,SL,0,1,71810.36
557,NVTK,2026-03-02 17:00,2026-03-02 18:00,1276.33,1258.86,18,-337.27,-1.47,SL,0,1,71473.08
558,GAZP,2026-02-28 14:00,2026-03-04 16:00,127.81,127.92,90,119.1,1.03,SL,2,58,83101.09
559,LKOH,2026-03-06 13:00,2026-03-09 07:00,5522.55,5753.9,4,410.13,1.86,TP3,3,11,51067.46
560,NVTK,2026-03-06 16:00,2026-03-09 07:00,1346.93,1409.41,14,389.77,2.07,TP3,3,8,70323.75
561,ROSN,2026-03-06 17:00,2026-03-09 07:00,467.95,492.95,29,325.28,2.4,TP3,3,7,84226.27
562,GAZP,2026-03-09 08:00,2026-03-09 09:00,138.76,136.51,200,-479.17,-1.73,SL,0,1,53884.69
563,NVTK,2026-03-09 08:00,2026-03-09 09:00,1441.54,1408.56,12,-412.86,-2.39,SL,0,1,70779.0
564,MTLR,2026-03-09 08:00,2026-03-09 09:00,73.82,72.76,170,-192.45,-1.53,SL,0,1,83141.78
565,MTLR,2026-03-16 09:00,2026-03-16 10:00,74.21,74.27,170,52.31,0.41,SL,1,1,39849.88
566,MTLR,2026-03-16 10:00,2026-03-16 19:00,74.27,74.33,170,52.35,0.41,SL,1,9,39902.23
567,OZPH,2026-03-13 17:00,2026-03-19 12:00,50.95,50.99,538,113.72,0.41,SL,1,83,67438.11
568,GAZP,2026-03-19 12:00,2026-03-19 15:00,131.96,130.34,160,-280.61,-1.33,SL,0,3,67157.5
569,SBER,2026-03-16 09:00,2026-03-20 23:00,318.28,320.13,50,105.76,0.66,END,1,82,83185.31
